Image,Codec,Param,BPP,PSNR,SSIM,EncTime,DecTime
kodim09,JPEG-XL,0.4,3.0079142252604165,44.35814700277124,0.9833062325040892,0.17609460931271315,0.07023929059505463
kodim10,JPEG,10.0,0.2728271484375,28.212210454067296,0.7830868440161943,0.005401878617703915,0.0019824281334877014
kodim10,JPEG,30.0,0.5115966796875,32.40680463102703,0.8796415740910531,0.0032175052911043167,0.0020250044763088226
kodim10,JPEG,50.0,0.6966959635416666,34.17570903225466,0.9078132581263145,0.005852595902979374,0.0017740549519658089
kodim10,JPEG,70.0,0.9590657552083334,35.86851321925815,0.9284035052478671,0.006946759298443794,0.002820306457579136
kodim10,JPEG,80.0,1.2350667317708333,37.202396580186424,0.9412474739822332,0.004239396192133427,0.0021769385784864426
kodim10,JPEG,90.0,1.89715576171875,39.43657451063618,0.9590027316405493,0.004150859080255032,0.0026799123734235764
kodim10,JPEG,95.0,2.8474934895833335,41.42824174375833,0.9714511737735979,0.007529103197157383,0.002733379602432251
kodim10,BPG,40.0,0.2730509440104167,31.310934657646058,0.8570245164836319,0.2737317970022559,0.19395953696221113
kodim10,BPG,35.0,0.4100748697916667,34.0629866508146,0.903885430698812,0.2854391671717167,0.2229367783293128
kodim10,BPG,31.0,0.5804443359375,36.22925865009116,0.9298754430705913,0.3115876838564873,0.2161957984790206
kodim10,BPG,27.0,0.85845947265625,38.35835001545029,0.947961845929297,0.319429038092494,0.2397362543269992
kodim10,BPG,23.0,1.39788818359375,40.50806952573972,0.9648717132091159,0.34601401071995497,0.24854182917624712
kodim10,BPG,19.0,2.1585693359375,42.868985951473,0.9787054739554183,0.39510458428412676,0.24482757411897182
kodim10,BPG,15.0,3.067626953125,44.98980849733981,0.9862548965031701,0.41898486763238907,0.2415961166843772
kodim10,JPEG-XL,5.0,0.4117431640625,33.84460193707515,0.8997715184368666,0.1867864215746522,0.08348398096859455
kodim10,JPEG-XL,4.5,0.4569295247395833,34.30148579059293,0.9070279457528528,0.21710796374827623,0.08466254081577063
kodim10,JPEG-XL,3.5,0.5567830403645834,35.36503415101979,0.9201768689261293,0.2267560726031661,0.07165318448096514
kodim10,JPEG-XL,2.8,0.67425537109375,36.376221531456814,0.9319061726736827,0.22166266478598118,0.0731150908395648
kodim10,JPEG-XL,1.7,1.0116373697916667,38.4208045245249,0.9505724801325836,0.20084478333592415,0.07523134164512157
kodim10,JPEG-XL,1.0,1.5757853190104167,40.59833002953238,0.9661155907696924,0.20061059202998877,0.07784295454621315
kodim10,JPEG-XL,0.4,3.2637939453125,44.654560528604144,0.9860037987847186,0.20765756350010633,0.0731403362005949
kodim11,JPEG,10.0,0.3156534830729167,26.319835626755548,0.7053590415492846,0.0031308848410844803,0.0020201988518238068
kodim11,JPEG,30.0,0.6707560221354166,30.003866053153793,0.849206791979957,0.0036866581067442894,0.0027917008846998215
kodim11,JPEG,50.0,0.9308268229166666,31.712971799369573,0.8902731281594963,0.0033674025908112526,0.0018387660384178162
kodim11,JPEG,70.0,1.2748209635416667,33.571873928471135,0.9217195373355999,0.006383989937603474,0.002322620712220669
kodim11,JPEG,80.0,1.6083577473958333,35.14895903959203,0.9402651830230414,0.004316069185733795,0.002170420251786709
kodim11,JPEG,90.0,2.3876749674479165,38.06093489008831,0.9645108132687872,0.004994675517082214,0.003375721164047718
kodim11,JPEG,95.0,3.44647216796875,40.91229366338907,0.9795164754259001,0.005880877375602722,0.004312247969210148
kodim11,BPG,40.0,0.35723876953125,29.08585381900206,0.8001176142470631,0.29534914065152407,0.21693210769444704
kodim11,BPG,35.0,0.6155802408854166,32.04440719781043,0.8846993444257256,0.30823243875056505,0.2414388656616211
kodim11,BPG,31.0,0.9336344401041666,34.60602829135009,0.928919131305371,0.3341744700446725,0.22652084194123745
kodim11,BPG,27.0,1.3807779947916667,37.33509228606552,0.9582497705396577,0.3404850512742996,0.20573424454778433
kodim11,BPG,23.0,1.9514567057291667,39.98930685340924,0.9749785530099359,0.37385886721313,0.21097232587635517
kodim11,BPG,19.0,2.6810506184895835,42.49453614742305,0.9845554047052233,0.40473832562565804,0.22895278315991163
kodim11,BPG,15.0,3.5849609375,44.67434682264916,0.9901376934668701,0.3989502443000674,0.23290922213345766
kodim11,JPEG-XL,5.0,0.5196940104166666,30.816822603686283,0.8532447879176274,0.20323208905756474,0.07943036127835512
kodim11,JPEG-XL,4.5,0.5732014973958334,31.220979132506024,0.8643159973222021,0.18308921623975039,0.0762742692604661
kodim11,JPEG-XL,3.5,0.7256266276041666,32.508250095970496,0.8922062289468503,0.1690296558663249,0.07655960507690907
kodim11,JPEG-XL,2.8,0.8904622395833334,33.71166147121716,0.9153850239291472,0.18494810815900564,0.07878510747104883
kodim11,JPEG-XL,1.7,1.3411661783854167,36.29534886007521,0.9502448405002912,0.16456196270883083,0.07513605523854494
kodim11,JPEG-XL,1.0,2.0126749674479165,39.25467808435168,0.9729389179998451,0.16972649563103914,0.07779007311910391
kodim11,JPEG-XL,0.4,3.5264892578125,43.4833912428013,0.98858854513426,0.15197669714689255,0.0892007639631629
kodim12,JPEG,10.0,0.23724365234375,28.709399980115965,0.7582245146139863,0.002484249882400036,0.0017679007723927498
kodim12,JPEG,30.0,0.4728597005208333,32.80517322624355,0.8661027174500134,0.00377803947776556,0.0018184464424848557
kodim12,JPEG,50.0,0.65838623046875,34.604756340465364,0.9009791746630563,0.0036622006446123123,0.0029393313452601433
kodim12,JPEG,70.0,0.9153849283854166,36.24732536145255,0.9255900950728542,0.0036425739526748657,0.002245665527880192
